name,year,km_driven,fuel,seller_type,transmission,owner,selling_price
Renault Pulse RxL,2015,61585,Diesel,Trustmark Dealer,Manual,First Owner,504330.0
Maruti Celerio VXI AMT BSIV,2016,39415,Petrol,Trustmark Dealer,Automatic,Second Owner,501920.0
Honda Brio V MT,2014,29654,Petrol,Trustmark Dealer,Manual,First Owner,447160.0
Maruti Baleno Alpha 1.3,2016,64672,Diesel,Trustmark Dealer,Manual,First Owner,774199.95
Hyundai Creta 1.6 SX Automatic Diesel,2015,54634,Diesel,Trustmark Dealer,Automatic,Second Owner,1230299.99
Honda City i VTEC V,2015,66521,Petrol,Trustmark Dealer,Manual,First Owner,795250.0
Hyundai Elite i20 Asta Option CVT BSIV,2019,3000,Petrol,Individual,Automatic,First Owner,718090.0
Toyota Innova Crysta 2.4 GX AT,2018,23974,Diesel,Dealer,Automatic,Second Owner,1950980.0
Tata Tiago 1.2 Revotron XZ,2018,10000,Petrol,Individual,Manual,First Owner,510479.96
Maruti Celerio ZXI,2017,50000,Petrol,Individual,Manual,First Owner,435299.99
Maruti Omni E 8 Str STD,2001,70000,Petrol,Individual,Manual,Third Owner,114299.91
OpelCorsa 1.6Gls,2004,73000,Petrol,Individual,Manual,Fourth & Above Owner,120480.0
Hyundai EON D Lite,2014,76000,Petrol,Individual,Manual,Second Owner,188549.98
Chevrolet Tavera Neo 3 Max 9 Str BSIII,2014,120000,Diesel,Individual,Manual,Second Owner,371660.0
Mahindra Scorpio VLX 2WD ABS AT BSIII,2009,170000,Diesel,Individual,Automatic,Third Owner,391150.0
Hyundai Santro Xing XG,2003,110000,Petrol,Individual,Manual,Second Owner,82129.99
Honda Brio 1.2 S MT,2016,63400,Petrol,Individual,Manual,First Owner,433550.0
Datsun GO Plus T BSIV,2015,25000,Petrol,Individual,Manual,First Owner,344000.0
Hyundai i10 Era,2009,80000,Petrol,Individual,Manual,Third Owner,184849.71
Maruti Wagon R VXI BS IV,2012,90000,Petrol,Individual,Manual,First Owner,227119.99
Hyundai Santro Xing GL,2011,157000,Petrol,Individual,Manual,First Owner,164380.0
Tata Indica Vista Quadrajet LS,2012,80000,Diesel,Individual,Manual,Second Owner,167816.66666666663
Maruti 800 Std BSII,2006,40000,Petrol,Individual,Manual,Second Owner,99305.0
Mahindra Bolero SLX 2WD,2007,100000,Diesel,Individual,Manual,Second Owner,248649.99
Renault KWID RXT,2017,50000,Petrol,Individual,Manual,First Owner,265500.0
Maruti Alto K10 2010-2014 VXI,2011,40000,Petrol,Individual,Manual,First Owner,208450.0
Chevrolet Aveo U-VA 1.2 LT WO ABS Airbag,2009,38500,Petrol,Individual,Manual,Second Owner,132100.0
Hyundai i10 Magna,2008,103921,Petrol,Individual,Manual,Second Owner,134150.0
Hyundai Creta 1.4 EX Diesel,2020,10000,Diesel,Individual,Manual,First Owner,1065690.0
Honda City i-VTEC VX,2018,14825,Petrol,Dealer,Manual,First Owner,829899.99
Honda BR-V i-DTEC VX MT,2016,43377,Diesel,Dealer,Manual,First Owner,831770.0
Ford Figo Diesel Titanium,2010,102307,Diesel,Dealer,Manual,First Owner,198384.99
Maruti Zen LX,2004,79000,Petrol,Individual,Manual,Second Owner,105533.33333333334
Skoda Octavia Elegance 2.0 TDI AT,2014,135000,Diesel,Individual,Automatic,Third Owner,1264000.0
Renault KWID 1.0 RXT Optional,2018,10500,Petrol,Individual,Manual,First Owner,313750.0
Maruti Wagon R LXI,2004,90000,Petrol,Individual,Manual,Fourth & Above Owner,71600.0
Chevrolet Beat Diesel,2012,110000,Diesel,Individual,Manual,First Owner,159599.99
Chevrolet Beat Diesel LS,2012,50000,Diesel,Individual,Manual,First Owner,171240.0
Chevrolet Sail Hatchback LT ABS,2013,80000,Diesel,Individual,Manual,First Owner,230050.0
Honda Jazz 1.5 VX i DTEC,2018,19571,Diesel,Dealer,Manual,First Owner,805619.99
Honda City 1.3 EXI,2002,100000,Petrol,Individual,Manual,First Owner,132506.66666666666
Honda City i-VTEC ZX,2018,29600,Petrol,Dealer,Manual,First Owner,1155400.0
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,20000,Diesel,Individual,Manual,First Owner,924159.95
Hyundai EON D Lite,2016,30000,Petrol,Individual,Manual,First Owner,212137.4925
Hyundai Getz 1.5 CRDi GVS,2008,154000,Diesel,Individual,Manual,Third Owner,129699.92
Maruti Swift LXI,2011,70000,Petrol,Individual,Manual,First Owner,176500.0
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,15000,Diesel,Individual,Automatic,First Owner,1075600.0
Renault Lodgy Stepway 85PS RXZ 8S,2017,40000,Diesel,Individual,Manual,First Owner,661089.98
Maruti Swift VXI,2019,51000,Petrol,Individual,Manual,First Owner,551700.0
Maruti Alto LX BSIII,2008,120000,Petrol,Individual,Manual,Second Owner,88100.0
Maruti Celerio LXI MT BSIV,2019,50000,Petrol,Individual,Manual,First Owner,355000.0
Renault Captur 1.5 Diesel RXT,2017,13500,Diesel,Individual,Manual,First Owner,817550.0
Toyota Etios 1.5 V,2016,35000,Petrol,Individual,Manual,First Owner,506349.04
Renault Duster 85PS Diesel RxL,2013,1000,Diesel,Dealer,Manual,Second Owner,450000.0
Mercedes-Benz C-Class Progressive C 220d,2018,10000,Diesel,Dealer,Automatic,First Owner,3800000.0
Audi A4 3.0 TDI Quattro,2013,86000,Diesel,Dealer,Automatic,First Owner,1580000.0
BMW X5 xDrive 30d xLine,2019,30000,Diesel,Dealer,Automatic,First Owner,4950000.0
Hyundai Creta 1.6 CRDi SX,2016,52600,Diesel,Individual,Manual,First Owner,535000.0
Maruti SX4 Vxi BSIV,2012,110000,Petrol,Individual,Manual,Second Owner,225000.0
Hyundai Grand i10 1.2 Kappa Magna AT,2017,19890,Petrol,Dealer,Automatic,First Owner,550000.0
Maruti Swift ZXI BSIV,2016,7104,Petrol,Trustmark Dealer,Manual,First Owner,670000.0
Maruti Ertiga VXI,2015,11918,Petrol,Trustmark Dealer,Manual,First Owner,625000.0
Hyundai Grand i10 Magna AT,2017,10510,Petrol,Dealer,Automatic,First Owner,520000.0
Chevrolet Beat LT Option,2016,41000,Petrol,Dealer,Manual,First Owner,239000.0
Toyota Fortuner 4x2 AT,2017,47162,Diesel,Trustmark Dealer,Automatic,First Owner,2600000.0
Maruti S-Cross Zeta DDiS 200 SH,2015,45974,Diesel,Trustmark Dealer,Manual,First Owner,750000.0
Hyundai i10 Magna,2012,49824,Petrol,Dealer,Manual,First Owner,229999.0
Audi A6 2.0 TDI Premium Plus,2013,58500,Diesel,Dealer,Automatic,First Owner,1300000.0
Hyundai Santro GS,2005,56580,Petrol,Dealer,Manual,First Owner,80000.0
Skoda Laura Ambiente 2.0 TDI CR MT,2012,52000,Diesel,Dealer,Manual,First Owner,385000.0
Hyundai Verna 1.6 VTVT SX,2015,55340,Petrol,Trustmark Dealer,Manual,First Owner,760000.0
Maruti Swift Dzire VDI,2017,46507,Diesel,Trustmark Dealer,Manual,First Owner,600000.0
Renault Duster 85PS Diesel RxL,2013,1000,Diesel,Dealer,Manual,Second Owner,450000.0
Mercedes-Benz C-Class Progressive C 220d,2018,10000,Diesel,Dealer,Automatic,First Owner,3800000.0
Audi A4 3.0 TDI Quattro,2013,86000,Diesel,Dealer,Automatic,First Owner,1580000.0
BMW X5 xDrive 30d xLine,2019,30000,Diesel,Dealer,Automatic,First Owner,4950000.0
Hyundai Creta 1.6 CRDi SX,2016,52600,Diesel,Individual,Manual,First Owner,535000.0
Maruti SX4 Vxi BSIV,2012,110000,Petrol,Individual,Manual,Second Owner,225000.0
Hyundai Grand i10 1.2 Kappa Magna AT,2017,19890,Petrol,Dealer,Automatic,First Owner,550000.0
Maruti Swift ZXI BSIV,2016,7104,Petrol,Trustmark Dealer,Manual,First Owner,670000.0
Maruti Ertiga VXI,2015,11918,Petrol,Trustmark Dealer,Manual,First Owner,625000.0
Hyundai Grand i10 Magna AT,2017,10510,Petrol,Dealer,Automatic,First Owner,520000.0
Chevrolet Beat LT Option,2016,41000,Petrol,Dealer,Manual,First Owner,239000.0
Toyota Fortuner 4x2 AT,2017,47162,Diesel,Trustmark Dealer,Automatic,First Owner,2600000.0
Maruti S-Cross Zeta DDiS 200 SH,2015,45974,Diesel,Trustmark Dealer,Manual,First Owner,750000.0
Hyundai i10 Magna,2012,49824,Petrol,Dealer,Manual,First Owner,229999.0
Audi A6 2.0 TDI Premium Plus,2013,58500,Diesel,Dealer,Automatic,First Owner,1300000.0
Hyundai Santro GS,2005,56580,Petrol,Dealer,Manual,First Owner,80000.0
Skoda Laura Ambiente 2.0 TDI CR MT,2012,52000,Diesel,Dealer,Manual,First Owner,385000.0
Hyundai Verna 1.6 VTVT SX,2015,55340,Petrol,Trustmark Dealer,Manual,First Owner,760000.0
Maruti Swift Dzire VDI,2017,46507,Diesel,Trustmark Dealer,Manual,First Owner,600000.0
Maruti Baleno Alpha 1.3,2017,70000,Diesel,Individual,Manual,First Owner,675029.99
Chevrolet Spark 1.0 LS,2011,60000,Petrol,Individual,Manual,Second Owner,135810.71
Maruti Alto LXi,2011,70000,Petrol,Individual,Manual,First Owner,151769.99
Datsun GO Plus A Option Petrol,2018,10000,Petrol,Individual,Manual,Second Owner,423299.9
Hyundai Accent CRDi,2006,245244,Diesel,Individual,Manual,Fourth & Above Owner,166099.96
Renault KWID 1.0 RXT Optional,2017,60000,Petrol,Individual,Manual,First Owner,308000.0
Tata Tiago 1.2 Revotron XE,2016,30000,Petrol,Individual,Manual,First Owner,348649.99
Maruti Alto 800 Base,2012,8000,Petrol,Individual,Manual,First Owner,232318.0
Tata Tigor 1.2 Revotron XM,2019,10000,Petrol,Individual,Manual,First Owner,518549.94
Hyundai Accent CRDi,2002,100000,Diesel,Individual,Manual,Third Owner,90549.99
Nissan Sunny Diesel XL,2012,110000,Diesel,Individual,Manual,First Owner,307814.995
Hyundai Santro GS,2005,56580,Petrol,Dealer,Manual,First Owner,80000.0
Mahindra XUV500 AT W8 FWD,2015,45000,Diesel,Dealer,Automatic,First Owner,1003919.97
Hyundai Santro Xing XG,2005,68500,Petrol,Dealer,Manual,First Owner,84379.97
Hyundai Santro Sportz AMT,2019,5007,Petrol,Dealer,Automatic,First Owner,1152209.94
Nissan Micra Active XV S,2013,30000,Petrol,Individual,Manual,First Owner,171567.99
Honda City 1.5 V AT,2008,70000,Petrol,Individual,Automatic,First Owner,156989.99
Mercedes-Benz E-Class E250 CDI Elegance,2011,49600,Diesel,Dealer,Automatic,First Owner,1013880.0
Maruti Alto LXI,2005,23000,Petrol,Individual,Manual,Second Owner,67260.0
BMW 7 Series 730Ld,2006,30000,Diesel,Dealer,Automatic,First Owner,1110349.97
Hyundai Verna 1.6 VTVT,2010,38000,Petrol,Dealer,Manual,First Owner,204400.0
Audi Q5 3.0 TDI Quattro Technology,2018,22000,Diesel,Dealer,Automatic,First Owner,3856680.0
Hyundai i10 Sportz 1.2,2011,43100,Petrol,Dealer,Manual,First Owner,242119.99
Datsun GO Plus T,2017,10171,Petrol,Dealer,Manual,First Owner,357849.96
Renault Duster 110PS Diesel RxL,2015,41123,Diesel,Dealer,Manual,First Owner,480850.0
Toyota Camry Hybrid 2.5,2017,20118,Petrol,Dealer,Automatic,First Owner,1886750.0
Honda City i DTec SV,2014,40000,Diesel,Dealer,Manual,First Owner,497700.0
Volkswagen Jetta 2.0L TDI Highline,2015,52517,Diesel,Dealer,Manual,First Owner,817240.0
Mahindra Marazzo M2 8Str,2019,20000,Diesel,Individual,Manual,First Owner,932050.0
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,99117,Diesel,Dealer,Manual,First Owner,627300.0
Chevrolet Spark 1.0 LS,2009,90000,Petrol,Individual,Manual,First Owner,136194.09333333332
Maruti Celerio ZXI MT BSIV,2019,3700,Petrol,Individual,Manual,First Owner,451719.98
Tata Indica Vista Terra 1.4 TDI,2010,80000,Diesel,Individual,Manual,First Owner,102990.0
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,100000,Diesel,Individual,Manual,Second Owner,603150.0
Tata Indica Vista Aqua 1.4 TDI,2011,54000,Diesel,Individual,Manual,First Owner,115970.0
Hyundai EON Era Plus,2017,19000,Petrol,Individual,Manual,First Owner,303800.0
Maruti Swift Dzire VDI,2014,120000,Diesel,Individual,Manual,First Owner,343499.96
Maruti Wagon R VXI BS IV,2014,30000,Petrol,Individual,Manual,First Owner,307190.0
Honda BRV i-VTEC V MT,2017,43500,Petrol,Individual,Manual,First Owner,639760.0
Renault KWID RXT,2016,60000,Petrol,Individual,Manual,Second Owner,251283.3333333333
Renault KWID RXT Optional,2016,70000,Petrol,Individual,Manual,Second Owner,245600.0
Skoda Octavia Elegance 2.0 TDI AT,2014,135000,Diesel,Individual,Automatic,Third Owner,1264000.0
Chevrolet Beat Diesel LS,2012,50000,Diesel,Individual,Manual,First Owner,171240.0
Honda Jazz 1.5 VX i DTEC,2018,19571,Diesel,Dealer,Manual,First Owner,805619.99
Honda City i-VTEC ZX,2018,29600,Petrol,Dealer,Manual,First Owner,1155400.0
Maruti Swift LXI,2011,70000,Petrol,Individual,Manual,First Owner,176500.0
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,15000,Diesel,Individual,Automatic,First Owner,1075600.0
Maruti Celerio LXI MT BSIV,2019,50000,Petrol,Individual,Manual,First Owner,355000.0
Renault Captur 1.5 Diesel RXT,2017,13500,Diesel,Individual,Manual,First Owner,817550.0
Audi A4 30 TFSI Technology,2018,22000,Petrol,Individual,Automatic,First Owner,3304750.0
Honda Amaze VX Diesel BSIV,2018,25000,Diesel,Dealer,Manual,First Owner,778569.99
Toyota Corolla Altis 1.8 VL AT,2010,80000,Petrol,Individual,Automatic,Third Owner,416980.0
Honda Amaze VX Petrol BSIV,2018,39000,Petrol,Dealer,Manual,First Owner,698920.0
Maruti Alto 800 VXI,2016,60000,Petrol,Individual,Manual,First Owner,235800.0
Honda Amaze VX Diesel BSIV,2018,49000,Diesel,Dealer,Manual,First Owner,799100.0
Honda Amaze VX i-VTEC,2018,48600,Petrol,Dealer,Manual,First Owner,671550.0
Hyundai Grand i10 Asta Option,2017,20000,Petrol,Individual,Manual,Second Owner,533510.0
Mahindra KUV 100 mFALCON G80 K2,2016,25000,Petrol,Individual,Manual,First Owner,416900.0
Maruti Zen Estilo Sports,2008,120000,Petrol,Individual,Manual,First Owner,134550.0
Maruti Ertiga ZDI Plus,2019,30000,Diesel,Individual,Manual,First Owner,1088900.0
Renault Lodgy 85PS RxL,2015,35000,Diesel,Individual,Manual,First Owner,679140.0
Maruti Swift VXI,2013,90000,Petrol,Individual,Manual,First Owner,356980.0
Hyundai Verna CRDi ABS,2007,80000,Diesel,Individual,Manual,Second Owner,180570.0
Mercedes-Benz E-Class 230,1998,35000,Petrol,Individual,Automatic,Second Owner,1066680.0
Maruti Alto 800 LXI,2013,25000,Petrol,Individual,Manual,Second Owner,100872.0
Tata Xenon XT EX 4X2,2014,90000,Diesel,Individual,Manual,First Owner,310200.0
Maruti Alto 800 LXI,2013,25000,Petrol,Individual,Manual,Second Owner,100872.0
Renault KWID 1.0 RXT Optional,2016,20000,Petrol,Individual,Manual,First Owner,336499.98
Maruti Omni 5 Str STD,1998,60000,Petrol,Dealer,Manual,Third Owner,74599.98
Maruti Swift Dzire VDI,2015,58000,Diesel,Individual,Manual,First Owner,596293.3333333334
Maruti Wagon R LX BS IV,2014,40000,Petrol,Dealer,Manual,First Owner,329640.0
Maruti Wagon R LXI,2005,70000,Petrol,Individual,Manual,Second Owner,78482.85714285716
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2012,70000,Diesel,Dealer,Manual,First Owner,410699.99
Hyundai Santro Xing GLS,2013,60000,Petrol,Individual,Manual,First Owner,290289.99
Toyota Innova 2.5 V Diesel 7-seater,2014,135000,Diesel,Dealer,Manual,First Owner,1083150.0
Maruti Omni 8 Seater BSII,2015,70000,Petrol,Dealer,Manual,First Owner,239799.97
Mercedes-Benz B Class B180 Sports,2013,40000,Petrol,Individual,Automatic,Second Owner,1102110.0
Mahindra XUV500 W10 2WD,2015,75000,Diesel,Dealer,Manual,Second Owner,1075270.0
Skoda Fabia 1.2L Diesel Ambiente,2010,150000,Diesel,Individual,Manual,First Owner,344650.0
Toyota Etios VD,2012,140000,Diesel,Individual,Manual,Third Owner,344520.0
Toyota Etios Liva VD,2015,70000,Diesel,Individual,Manual,First Owner,480389.91
Toyota Etios Liva GD,2012,137250,Diesel,Individual,Manual,Second Owner,342609.97
Mahindra Scorpio M2DI,2013,110000,Diesel,Individual,Manual,Second Owner,509299.99
Hyundai Grand i10 Asta Option,2017,27000,Petrol,Dealer,Manual,First Owner,582780.0
Hyundai Verna CRDi 1.6 SX Option,2019,9000,Diesel,Dealer,Manual,First Owner,1204149.99
Volkswagen Vento 1.5 TDI Highline BSIV,2019,5400,Diesel,Dealer,Manual,Test Drive Car,1285400.0
Renault KWID Climber 1.0 MT Opt BSIV,2020,1000,Petrol,Dealer,Manual,Test Drive Car,468320.0
Hyundai Santro Asta,2018,16000,Petrol,Dealer,Manual,First Owner,500749.99
Ford Figo Aspire Titanium Plus Diesel,2019,13000,Diesel,Dealer,Manual,Test Drive Car,875059.39
Renault Pulse RxZ Optional,2012,47000,Diesel,Dealer,Manual,First Owner,397420.0
Maruti Ciaz 1.4 Alpha,2018,22000,Petrol,Individual,Manual,First Owner,840399.99
Nissan Terrano XL P,2017,30000,Petrol,Individual,Manual,First Owner,692339.34
Maruti Ciaz 1.4 Alpha,2018,20000,Petrol,Individual,Manual,First Owner,842150.0
Tata Manza Club Class Quadrajet90 LX,2013,60000,Diesel,Individual,Manual,First Owner,213579.92
Toyota Camry M/t,2008,75000,Petrol,Individual,Manual,Second Owner,545600.0
Maruti Alto K10 LXI,2010,64000,Petrol,Dealer,Manual,First Owner,176979.98
Maruti SX4 S Cross DDiS 320 Delta,2015,80000,Diesel,Individual,Manual,First Owner,388160.0
Renault Duster 85PS Diesel RxZ,2017,90000,Diesel,Individual,Manual,First Owner,620099.99
Maruti Swift ZXI Plus,2018,30000,Petrol,Individual,Manual,First Owner,522450.0
Toyota Corolla H3,2003,120000,Petrol,Individual,Automatic,Second Owner,437670.0
Maruti Celerio ZXI,2019,20000,Petrol,Dealer,Manual,First Owner,488959.97
Tata Safari DICOR 2.2 EX 4x2,2013,100000,Diesel,Individual,Manual,First Owner,376010.0
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2018,31000,Petrol,Dealer,Manual,First Owner,547189.9966666666
Maruti Alto 800 LXI,2013,47000,Petrol,Dealer,Manual,First Owner,261265.99
Tata Nexon 1.2 Revotron XM,2018,11200,Petrol,Individual,Manual,First Owner,591680.0
Maruti Alto 800 LXI,2018,35000,Petrol,Dealer,Manual,First Owner,295634.99
Maruti Wagon R Duo Lxi,2010,50000,LPG,Dealer,Manual,First Owner,222470.0
Maruti Ertiga SHVS VDI,2015,55000,Diesel,Dealer,Manual,First Owner,676620.0
Maruti Omni E MPI STD BS IV,2018,20000,Petrol,Dealer,Manual,First Owner,286279.99
Mahindra Bolero B4,2017,75000,Diesel,Dealer,Manual,First Owner,528320.0
Maruti Celerio VXI,2017,93000,Petrol,Dealer,Manual,First Owner,422439.99
Chevrolet Beat Diesel LT Option,2009,57000,Diesel,Dealer,Manual,Second Owner,213850.0
Maruti Eeco Smiles 5 Seater AC,2014,30000,Petrol,Dealer,Manual,First Owner,422000.0
Renault Duster 85PS Diesel RxE,2013,73000,Diesel,Dealer,Manual,First Owner,464699.93
Maruti Swift Dzire VDI,2016,65000,Diesel,Dealer,Manual,First Owner,644999.98
Maruti Swift 1.3 VXi,2009,62000,Petrol,Dealer,Manual,Second Owner,215530.0
Hyundai Santro GLS I - Euro II,2007,85000,Petrol,Dealer,Manual,First Owner,107799.95
Chevrolet Spark 1.0 PS,2010,73000,Petrol,Individual,Manual,First Owner,152183.01
Maruti Swift ZDi,2012,55000,Diesel,Dealer,Manual,First Owner,357200.0
Maruti Omni E MPI STD BS IV,2016,5800,Petrol,Individual,Manual,Second Owner,301850.0
Toyota Innova 2.5 V Diesel 8-seater,2009,350000,Diesel,Individual,Manual,First Owner,394600.0
Maruti Swift ZXI Plus,2018,30000,Petrol,Individual,Manual,First Owner,522450.0
Maruti Swift Dzire VDI,2018,20000,Diesel,Individual,Manual,First Owner,751250.0
Hyundai EON Era Plus,2018,20000,Petrol,Individual,Manual,First Owner,305900.00000000006
Maruti Alto LXi,2007,100000,Petrol,Individual,Manual,Second Owner,94741.66666666669
Maruti Wagon R Stingray VXI,2013,65000,Petrol,Individual,Manual,First Owner,323669.96
Ford Figo Diesel Celebration Edition,2013,90000,Diesel,Individual,Manual,Second Owner,265975.0
Toyota Innova 2.5 E Diesel MS 7-seater,2011,267000,Diesel,Individual,Manual,Second Owner,629219.99
Mahindra Scorpio 2.6 CRDe,2005,250000,Diesel,Individual,Manual,Second Owner,180749.93
Mahindra Xylo D2,2011,140000,Diesel,Individual,Manual,Second Owner,326099.99
Honda City i-VTEC CVT ZX,2018,22000,Petrol,Dealer,Automatic,First Owner,1195250.0
Honda Jazz Select Edition Active,2010,60000,Petrol,Dealer,Manual,Second Owner,250016.87
Honda City i-VTEC VX,2018,28635,Petrol,Dealer,Manual,First Owner,1022570.0
Honda Amaze VX Diesel BSIV,2018,32114,Diesel,Dealer,Manual,First Owner,784709.99
Maruti Celerio VXI,2014,82000,Petrol,Dealer,Manual,Second Owner,314950.0
Maruti Swift VXI BSIII,2006,95149,Petrol,Dealer,Manual,Second Owner,118879.99
Honda Amaze VX i-VTEC,2018,68458,Petrol,Dealer,Manual,First Owner,637360.0
Maruti Ritz VXi,2010,42000,Petrol,Individual,Manual,First Owner,250300.0
Honda City i DTEC V,2014,90000,Diesel,Individual,Manual,Second Owner,546550.0
Hyundai EON D Lite,2016,30000,Petrol,Individual,Manual,First Owner,212137.4925
Maruti Alto LXi,2009,80000,Petrol,Individual,Manual,Second Owner,142979.92
Toyota Innova 2.5 GX (Diesel) 7 Seater,2015,128000,Diesel,Individual,Manual,First Owner,956510.0
Nissan Terrano XV Premium 110 PS,2013,80000,Diesel,Individual,Manual,First Owner,712500.0
Maruti Baleno Alpha 1.3,2016,100000,Diesel,Individual,Manual,First Owner,615929.99
Nissan Sunny XV D Premium Leather,2015,50000,Diesel,Individual,Manual,First Owner,477950.0
Toyota Etios Liva GD,2012,56000,Diesel,Individual,Manual,First Owner,373789.39
Hyundai EON 1.0 Era Plus,2018,21302,Petrol,Individual,Manual,First Owner,146550.00000000003
Hyundai i20 Active 1.4 SX,2016,100000,Diesel,Individual,Manual,First Owner,581099.97
Mahindra TUV 300 T8,2017,80000,Diesel,Individual,Manual,First Owner,608350.0
Hyundai Getz 1.3 GLS,2010,105546,Petrol,Individual,Manual,First Owner,143049.99
Toyota Etios Liva 1.2 V,2018,10000,Petrol,Individual,Manual,First Owner,607839.89
Toyota Innova 2.5 GX 7 STR BSIV,2012,80000,Diesel,Individual,Manual,Second Owner,896155.0
